order_id,customer_id,order_date,product_id,product_name,category,quantity,unit_price,discount,payment_method,city,status,total_amount
ORD004934,CUS00680,2026-05-18,P014,Yoga Mat,Sports,4,400000,0.1,Credit Card,Nha Trang,Cancelled,1440000.0
ORD004935,CUS00672,2026-07-23,P007,Nike Sneakers,Fashion,1,2500000,0.0,Credit Card,Ho Chi Minh,Completed,2500000.0
ORD004936,CUS00241,2026-02-16,P014,Yoga Mat,Sports,3,400000,0.15,Cash,Da Nang,Completed,1020000.0
ORD004937,CUS00338,2026-03-31,P011,Python Programming Book,Books,2,300000,0.0,Cash,Ha Noi,Completed,600000.0
ORD004938,CUS00205,2026-07-12,P005,Men T-Shirt,Fashion,2,250000,0.15,Cash,Thu Dau Mot,Completed,425000.0
ORD004939,CUS00465,2026-01-26,P012,Data Engineering Book,Books,1,450000,0.1,E-Wallet,Ho Chi Minh,Completed,405000.0
ORD004940,CUS01159,2026-04-16,P006,Women Dress,Fashion,1,650000,0.0,Credit Card,Can Tho,Completed,650000.0
ORD004941,CUS01455,2026-08-04,P009,Air Fryer,Home Appliances,1,2800000,0.05,Banking,Ho Chi Minh,Completed,2660000.0
ORD004942,CUS01607,2026-05-14,P001,Laptop ASUS,Electronics,1,25000000,0.0,Cash,Hue,Completed,25000000.0
ORD004943,CUS00640,2026-08-02,P007,Nike Sneakers,Fashion,1,2500000,0.15,Credit Card,Da Nang,Completed,2125000.0
ORD004944,CUS00362,2026-07-17,P003,Samsung Galaxy S24,Electronics,2,18000000,0.05,Cash,Ha Noi,Completed,34200000.0
ORD004945,CUS01521,2026-03-19,P004,Sony Headphones,Electronics,2,3500000,0.15,E-Wallet,Da Nang,Cancelled,5950000.0
ORD004947,CUS01797,2026-04-09,P014,Yoga Mat,Sports,1,400000,0.05,Credit Card,Thu Dau Mot,Pending,380000.0
ORD004948,CUS01926,2026-06-24,P012,Data Engineering Book,Books,1,450000,0.2,Credit Card,Ho Chi Minh,Completed,360000.0
ORD004949,CUS00661,2026-03-19,P012,Data Engineering Book,Books,2,450000,0.0,Credit Card,Hai Phong,Completed,900000.0
ORD004950,CUS01420,2026-07-15,P007,Nike Sneakers,Fashion,1,2500000,0.05,Banking,Ha Noi,Completed,2375000.0
ORD004951,CUS00974,2026-03-08,P002,iPhone 15,Electronics,2,22000000,0.05,Banking,Nha Trang,Completed,41800000.0
ORD004952,CUS00121,2026-01-04,P013,Lipstick,Beauty,1,450000,0.0,Credit Card,Ha Noi,Completed,450000.0
ORD004953,CUS00303,2026-05-01,P006,Women Dress,Fashion,1,650000,0.0,E-Wallet,Da Nang,Completed,650000.0
ORD004954,CUS00960,2026-02-14,P012,Data Engineering Book,Books,1,450000,0.05,Banking,Thu Dau Mot,Completed,427500.0
ORD004955,CUS01427,2026-05-19,P003,Samsung Galaxy S24,Electronics,2,18000000,0.0,Cash,Ho Chi Minh,Completed,36000000.0
ORD004956,CUS00998,2026-08-14,P002,iPhone 15,Electronics,1,22000000,0.0,E-Wallet,Ho Chi Minh,Cancelled,22000000.0
ORD004957,CUS00295,2026-07-10,P001,Laptop ASUS,Electronics,1,25000000,0.0,Credit Card,Hue,Completed,25000000.0
ORD004958,CUS00653,2026-05-14,P002,iPhone 15,Electronics,1,22000000,0.1,Banking,Ha Noi,Pending,19800000.0
ORD004959,CUS01653,2026-05-29,P007,Nike Sneakers,Fashion,2,2500000,0.2,Banking,Ho Chi Minh,Completed,4000000.0
ORD004960,CUS01421,2026-08-11,P007,Nike Sneakers,Fashion,2,2500000,0.2,Credit Card,Hai Phong,Completed,4000000.0
ORD004962,CUS01377,2026-01-27,P013,Lipstick,Beauty,2,450000,0.1,Credit Card,Ha Noi,Completed,810000.0
ORD004963,CUS00009,2026-04-24,P011,Python Programming Book,Books,2,300000,0.05,Banking,Hue,Completed,570000.0
ORD004964,CUS00844,2026-08-09,P014,Yoga Mat,Sports,1,400000,0.0,Cash,Vung Tau,Completed,400000.0
ORD004965,CUS01871,2026-01-18,P007,Nike Sneakers,Fashion,2,2500000,0.05,Credit Card,Ho Chi Minh,Returned,4750000.0
ORD004966,CUS00066,2026-08-15,P009,Air Fryer,Home Appliances,1,2800000,0.0,Banking,Bien Hoa,Completed,2800000.0
ORD004967,CUS01551,2026-08-21,P009,Air Fryer,Home Appliances,2,2800000,0.05,Credit Card,Thu Dau Mot,Completed,5320000.0
ORD004968,CUS00646,2026-02-15,P002,iPhone 15,Electronics,1,22000000,0.2,Banking,Ha Noi,Completed,17600000.0
ORD004969,CUS01975,2026-08-20,P006,Women Dress,Fashion,4,650000,0.0,Credit Card,Da Nang,Cancelled,2600000.0
ORD004970,CUS00593,2026-02-25,P005,Men T-Shirt,Fashion,1,250000,0.2,Credit Card,Thu Dau Mot,Returned,200000.0
ORD004971,CUS01207,2026-05-06,P009,Air Fryer,Home Appliances,4,2800000,0.05,Credit Card,Da Nang,Cancelled,10640000.0
ORD004972,CUS00643,2026-05-02,P004,Sony Headphones,Electronics,1,3500000,0.0,Banking,Ha Noi,Completed,3500000.0
ORD004973,CUS01640,2026-07-19,P008,Rice Cooker,Home Appliances,4,1500000,0.1,Cash,Ha Noi,Cancelled,5400000.0
ORD004974,CUS00973,2026-08-09,P004,Sony Headphones,Electronics,2,3500000,0.0,Banking,Hue,Completed,7000000.0
ORD004975,CUS00548,2026-07-09,P004,Sony Headphones,Electronics,3,3500000,0.05,Credit Card,Ho Chi Minh,Completed,9975000.0
ORD004976,CUS00867,2026-07-04,P008,Rice Cooker,Home Appliances,1,1500000,0.05,Credit Card,Ho Chi Minh,Completed,1425000.0
ORD004977,CUS00158,2026-04-23,P007,Nike Sneakers,Fashion,3,2500000,0.1,Cash,Ho Chi Minh,Pending,6750000.0
ORD004978,CUS01735,2026-07-09,P003,Samsung Galaxy S24,Electronics,4,18000000,0.1,Banking,Hai Phong,Completed,64800000.0
ORD004979,CUS00220,2026-03-23,P001,Laptop ASUS,Electronics,1,25000000,0.15,Cash,Ho Chi Minh,Completed,21250000.0
ORD004980,CUS00090,2026-07-18,P005,Men T-Shirt,Fashion,2,250000,0.2,Banking,Ha Noi,Completed,400000.0
ORD004981,CUS01135,2026-06-30,P005,Men T-Shirt,Fashion,3,250000,0.2,E-Wallet,Nha Trang,Pending,600000.0
ORD004982,CUS00823,2026-05-16,P015,Badminton Racket,Sports,3,900000,0.15,Banking,Bien Hoa,Completed,2295000.0
ORD004983,CUS00663,2026-05-26,P001,Laptop ASUS,Electronics,2,25000000,0.0,Banking,Can Tho,Returned,50000000.0
ORD004984,CUS01120,2026-02-01,P001,Laptop ASUS,Electronics,1,25000000,0.05,Cash,Ho Chi Minh,Returned,23750000.0
ORD004985,CUS01718,2026-07-23,P009,Air Fryer,Home Appliances,2,2800000,0.0,Banking,Hue,Completed,5600000.0
ORD004986,CUS01961,2026-06-24,P006,Women Dress,Fashion,3,650000,0.1,E-Wallet,Da Nang,Completed,1755000.0
ORD004987,CUS01970,2026-02-08,P003,Samsung Galaxy S24,Electronics,5,18000000,0.0,Credit Card,Ha Noi,Completed,90000000.0
ORD004988,CUS01823,2026-02-21,P001,Laptop ASUS,Electronics,1,25000000,0.05,E-Wallet,Vung Tau,Pending,23750000.0
ORD004989,CUS00529,2026-02-04,P013,Lipstick,Beauty,1,450000,0.2,Cash,Ha Noi,Completed,360000.0
ORD004990,CUS00813,2026-07-02,P004,Sony Headphones,Electronics,1,3500000,0.05,Cash,Thu Dau Mot,Completed,3325000.0
ORD004991,CUS01198,2026-08-24,P005,Men T-Shirt,Fashion,1,250000,0.0,E-Wallet,Ha Noi,Cancelled,250000.0
ORD004992,CUS00001,2026-03-03,P003,Samsung Galaxy S24,Electronics,2,18000000,0.05,Cash,Ha Noi,Returned,34200000.0
ORD004993,CUS01015,2026-07-28,P006,Women Dress,Fashion,1,650000,0.1,Credit Card,Ha Noi,Cancelled,585000.0
ORD004994,CUS01294,2026-02-01,P009,Air Fryer,Home Appliances,1,2800000,0.15,Cash,Thu Dau Mot,Completed,2380000.0
ORD004995,CUS01027,2026-06-25,P015,Badminton Racket,Sports,1,900000,0.2,Banking,Ho Chi Minh,Completed,720000.0
ORD004996,CUS00296,2026-08-23,P007,Nike Sneakers,Fashion,4,2500000,0.05,Banking,Nha Trang,Completed,9500000.0
ORD004997,CUS00464,2026-01-05,P014,Yoga Mat,Sports,5,400000,0.2,E-Wallet,Da Nang,Completed,1600000.0
ORD004998,CUS00193,2026-08-14,P005,Men T-Shirt,Fashion,1,250000,0.0,Cash,Da Nang,Pending,250000.0
ORD004999,CUS01596,2026-04-09,P015,Badminton Racket,Sports,1,900000,0.1,Banking,Bien Hoa,Completed,810000.0
ORD005000,CUS01033,2026-03-08,P014,Yoga Mat,Sports,1,400000,0.0,Credit Card,Ha Noi,Completed,400000.0
ORD005001,CUS00572,2026-08-22,P015,Badminton Racket,Sports,2,900000,0.15,Credit Card,Da Nang,Cancelled,1530000.0
ORD005002,CUS01208,2026-02-14,P002,iPhone 15,Electronics,2,22000000,0.05,Credit Card,Ho Chi Minh,Completed,41800000.0
ORD005003,CUS01225,2026-05-05,P015,Badminton Racket,Sports,5,900000,0.1,Cash,Ho Chi Minh,Completed,4050000.0
ORD005004,CUS00170,2026-07-16,P004,Sony Headphones,Electronics,1,3500000,0.05,Banking,Ho Chi Minh,Completed,3325000.0
ORD005006,CUS00330,2026-08-26,P001,Laptop ASUS,Electronics,4,25000000,0.0,E-Wallet,Ho Chi Minh,Cancelled,100000000.0
ORD005007,CUS00166,2026-07-01,P008,Rice Cooker,Home Appliances,1,1500000,0.15,Banking,Thu Dau Mot,Completed,1275000.0
ORD005008,CUS00792,2026-06-19,P012,Data Engineering Book,Books,1,450000,0.1,Banking,Ha Noi,Completed,405000.0
ORD005009,CUS01803,2026-08-10,P002,iPhone 15,Electronics,2,22000000,0.15,Banking,Bien Hoa,Completed,37400000.0
ORD005010,CUS01508,2026-07-27,P004,Sony Headphones,Electronics,2,3500000,0.2,Cash,Vung Tau,Pending,5600000.0
ORD005011,CUS00103,2026-08-14,P011,Python Programming Book,Books,2,300000,0.2,Banking,Ha Noi,Completed,480000.0
ORD005013,CUS01519,2026-05-18,P004,Sony Headphones,Electronics,1,3500000,0.0,Cash,Can Tho,Completed,3500000.0
ORD005014,CUS00975,2026-07-25,P012,Data Engineering Book,Books,1,450000,0.0,Banking,Vung Tau,Cancelled,450000.0
ORD005015,CUS00273,2026-04-19,P003,Samsung Galaxy S24,Electronics,1,18000000,0.0,Banking,Ho Chi Minh,Completed,18000000.0
ORD005016,CUS01009,2026-05-25,P013,Lipstick,Beauty,1,450000,0.1,Banking,Ha Noi,Completed,405000.0
ORD005017,CUS00219,2026-06-17,P003,Samsung Galaxy S24,Electronics,2,18000000,0.05,Banking,Ho Chi Minh,Cancelled,34200000.0
ORD005018,CUS00633,2026-05-02,P009,Air Fryer,Home Appliances,1,2800000,0.1,Banking,Ho Chi Minh,Pending,2520000.0
ORD005020,CUS01367,2026-03-11,P013,Lipstick,Beauty,4,450000,0.2,Cash,Da Nang,Completed,1440000.0
ORD005021,CUS01359,2026-05-20,P006,Women Dress,Fashion,1,650000,0.1,Banking,Ha Noi,Completed,585000.0
ORD005022,CUS01699,2026-03-19,P012,Data Engineering Book,Books,1,450000,0.05,Banking,Can Tho,Completed,427500.0
ORD005023,CUS00650,2026-04-03,P015,Badminton Racket,Sports,3,900000,0.2,Cash,Can Tho,Completed,2160000.0
ORD005024,CUS00843,2026-07-15,P005,Men T-Shirt,Fashion,2,250000,0.15,Cash,Ho Chi Minh,Returned,425000.0
ORD005025,CUS01059,2026-07-07,P010,Vacuum Cleaner,Home Appliances,2,4200000,0.2,E-Wallet,Thu Dau Mot,Cancelled,6720000.0
ORD005026,CUS01267,2026-07-25,P006,Women Dress,Fashion,2,650000,0.15,Banking,Hue,Completed,1105000.0
ORD005027,CUS00687,2026-07-06,P009,Air Fryer,Home Appliances,1,2800000,0.2,Banking,Unknown,Completed,2240000.0
ORD005028,CUS00944,2026-03-16,P005,Men T-Shirt,Fashion,2,250000,0.0,Credit Card,Ho Chi Minh,Cancelled,500000.0
ORD005029,CUS00777,2026-08-12,P010,Vacuum Cleaner,Home Appliances,1,4200000,0.15,E-Wallet,Thu Dau Mot,Completed,3570000.0
ORD005030,CUS00176,2026-07-18,P010,Vacuum Cleaner,Home Appliances,2,4200000,0.0,E-Wallet,Bien Hoa,Completed,8400000.0
ORD005031,CUS01471,2026-06-01,P009,Air Fryer,Home Appliances,3,2800000,0.0,Cash,Ho Chi Minh,Pending,8400000.0
ORD005032,CUS00853,2026-06-13,P011,Python Programming Book,Books,1,300000,0.0,Banking,Ha Noi,Completed,300000.0
ORD005033,CUS01776,2026-06-25,P005,Men T-Shirt,Fashion,3,250000,0.15,Cash,Ha Noi,Completed,637500.0
ORD005034,CUS01374,2026-08-01,P013,Lipstick,Beauty,2,450000,0.0,Banking,Ho Chi Minh,Cancelled,900000.0
ORD005035,CUS01423,2026-05-06,P009,Air Fryer,Home Appliances,1,2800000,0.2,Banking,Thu Dau Mot,Cancelled,2240000.0
ORD005036,CUS01796,2026-08-23,P005,Men T-Shirt,Fashion,2,250000,0.1,Credit Card,Hai Phong,Completed,450000.0
ORD005037,CUS01672,2026-05-28,P005,Men T-Shirt,Fashion,1,250000,0.05,Banking,Ho Chi Minh,Completed,237500.0
ORD005038,CUS00680,2026-01-21,P012,Data Engineering Book,Books,1,450000,0.05,Banking,Vung Tau,Completed,427500.0
ORD005039,CUS00949,2026-04-15,P007,Nike Sneakers,Fashion,2,2500000,0.1,Credit Card,Ho Chi Minh,Completed,4500000.0
ORD005040,CUS00267,2026-04-27,P014,Yoga Mat,Sports,3,400000,0.15,E-Wallet,Ha Noi,Completed,1020000.0
ORD005041,CUS00019,2026-04-21,P002,iPhone 15,Electronics,2,22000000,0.15,Banking,Ho Chi Minh,Cancelled,37400000.0
ORD005042,CUS01290,2026-08-21,P002,iPhone 15,Electronics,1,22000000,0.15,Banking,Bien Hoa,Completed,18700000.0
ORD005043,CUS01181,2026-06-16,P011,Python Programming Book,Books,3,300000,0.1,Credit Card,Hai Phong,Completed,810000.0
ORD005044,CUS01019,2026-08-09,P013,Lipstick,Beauty,1,450000,0.2,Banking,Ho Chi Minh,Cancelled,360000.0
ORD005045,CUS01573,2026-03-13,P005,Men T-Shirt,Fashion,1,250000,0.2,E-Wallet,Bien Hoa,Completed,200000.0
ORD005046,CUS00315,2026-04-07,P004,Sony Headphones,Electronics,1,3500000,0.15,Credit Card,Ho Chi Minh,Completed,2975000.0
ORD005047,CUS00913,2026-07-29,P009,Air Fryer,Home Appliances,1,2800000,0.0,Banking,Ho Chi Minh,Returned,2800000.0
ORD005048,CUS00192,2026-07-22,P013,Lipstick,Beauty,1,450000,0.15,Cash,Can Tho,Completed,382500.0
ORD005049,CUS01723,2026-04-24,P008,Rice Cooker,Home Appliances,1,1500000,0.2,E-Wallet,Ho Chi Minh,Completed,1200000.0
ORD005050,CUS00534,2026-06-21,P002,iPhone 15,Electronics,3,22000000,0.0,Cash,Hai Phong,Completed,66000000.0
ORD005051,CUS01174,2026-04-28,P013,Lipstick,Beauty,5,450000,0.1,Banking,Hai Phong,Completed,2025000.0
ORD005052,CUS01777,2026-07-19,P010,Vacuum Cleaner,Home Appliances,1,4200000,0.2,Cash,Ha Noi,Cancelled,3360000.0
ORD005053,CUS00446,2026-08-02,P007,Nike Sneakers,Fashion,2,2500000,0.0,Credit Card,Hai Phong,Completed,5000000.0
ORD005054,CUS00735,2026-07-13,P001,Laptop ASUS,Electronics,1,25000000,0.1,Credit Card,Thu Dau Mot,Returned,22500000.0
ORD005055,CUS01459,2026-08-02,P013,Lipstick,Beauty,4,450000,0.15,Banking,Ho Chi Minh,Completed,1530000.0
ORD005056,CUS01769,2026-08-07,P013,Lipstick,Beauty,4,450000,0.2,Cash,Bien Hoa,Returned,1440000.0
ORD005057,CUS00505,2026-06-12,P011,Python Programming Book,Books,4,300000,0.1,E-Wallet,Nha Trang,Completed,1080000.0
ORD005058,CUS00650,2026-06-18,P010,Vacuum Cleaner,Home Appliances,1,4200000,0.1,Credit Card,Ho Chi Minh,Completed,3780000.0
ORD005059,CUS01214,2026-06-25,P009,Air Fryer,Home Appliances,1,2800000,0.0,E-Wallet,Hai Phong,Cancelled,2800000.0
ORD005060,CUS01248,2026-07-30,P007,Nike Sneakers,Fashion,1,2500000,0.05,Cash,Ho Chi Minh,Pending,2375000.0
ORD005061,CUS00020,2026-01-05,P008,Rice Cooker,Home Appliances,2,1500000,0.0,Cash,Thu Dau Mot,Completed,3000000.0
ORD005062,CUS00801,2026-05-07,P003,Samsung Galaxy S24,Electronics,1,18000000,0.05,Credit Card,Ho Chi Minh,Completed,17100000.0
ORD005063,CUS01117,2026-08-10,P013,Lipstick,Beauty,1,450000,0.1,Credit Card,Hai Phong,Completed,405000.0
ORD005064,CUS01078,2026-03-23,P002,iPhone 15,Electronics,2,22000000,0.05,Banking,Da Nang,Completed,41800000.0
ORD005065,CUS00175,2026-05-22,P013,Lipstick,Beauty,5,450000,0.05,Banking,Can Tho,Completed,2137500.0
ORD005066,CUS00755,2026-04-05,P012,Data Engineering Book,Books,2,450000,0.05,Credit Card,Hai Phong,Cancelled,855000.0
ORD005067,CUS00896,2026-03-26,P015,Badminton Racket,Sports,2,900000,0.0,Credit Card,Thu Dau Mot,Completed,1800000.0
ORD005068,CUS00457,2026-07-12,P015,Badminton Racket,Sports,5,900000,0.15,E-Wallet,Da Nang,Completed,3825000.0
ORD005069,CUS01488,2026-08-12,P006,Women Dress,Fashion,3,650000,0.15,Cash,Ha Noi,Cancelled,1657500.0
ORD005070,CUS01078,2026-06-28,P007,Nike Sneakers,Fashion,2,2500000,0.05,Credit Card,Hai Phong,Completed,4750000.0
ORD005071,CUS01402,2026-02-17,P008,Rice Cooker,Home Appliances,1,1500000,0.0,E-Wallet,Ho Chi Minh,Completed,1500000.0
ORD005072,CUS01487,2026-07-17,P006,Women Dress,Fashion,2,650000,0.15,Credit Card,Ha Noi,Completed,1105000.0
ORD005073,CUS01930,2026-04-01,P015,Badminton Racket,Sports,2,900000,0.05,Credit Card,Can Tho,Completed,1710000.0
ORD005074,CUS00223,2026-01-29,P001,Laptop ASUS,Electronics,2,25000000,0.2,E-Wallet,Ha Noi,Completed,40000000.0
ORD005075,CUS00520,2026-05-03,P005,Men T-Shirt,Fashion,2,250000,0.1,Credit Card,Bien Hoa,Completed,450000.0
ORD005076,CUS00772,2026-03-13,P007,Nike Sneakers,Fashion,3,2500000,0.05,Credit Card,Ha Noi,Cancelled,7125000.0
ORD005077,CUS00616,2026-07-15,P004,Sony Headphones,Electronics,1,3500000,0.15,Credit Card,Ho Chi Minh,Returned,2975000.0
ORD005078,CUS01832,2026-08-05,P010,Vacuum Cleaner,Home Appliances,3,4200000,0.2,Credit Card,Nha Trang,Completed,10080000.0
ORD005079,CUS01895,2026-01-01,P010,Vacuum Cleaner,Home Appliances,1,4200000,0.1,Banking,Da Nang,Completed,3780000.0
ORD005080,CUS00591,2026-08-02,P004,Sony Headphones,Electronics,1,3500000,0.0,Banking,Ho Chi Minh,Completed,3500000.0
ORD005081,CUS00008,2026-03-05,P011,Python Programming Book,Books,3,300000,0.0,Cash,Thu Dau Mot,Completed,900000.0
ORD005082,CUS00336,2026-06-09,P007,Nike Sneakers,Fashion,1,2500000,0.15,Credit Card,Ho Chi Minh,Returned,2125000.0
ORD005083,CUS00033,2026-06-25,P007,Nike Sneakers,Fashion,2,2500000,0.05,Credit Card,Can Tho,Completed,4750000.0
ORD005084,CUS00611,2026-05-24,P013,Lipstick,Beauty,1,450000,0.1,Credit Card,Can Tho,Completed,405000.0
ORD005085,CUS00717,2026-05-26,P009,Air Fryer,Home Appliances,1,2800000,0.2,Credit Card,Hai Phong,Cancelled,2240000.0
ORD005086,CUS00742,2026-05-08,P014,Yoga Mat,Sports,1,400000,0.2,Cash,Ho Chi Minh,Completed,320000.0
ORD005087,CUS01481,2026-06-13,P013,Lipstick,Beauty,1,450000,0.1,Banking,Da Nang,Completed,405000.0
ORD005088,CUS00514,2026-05-16,P008,Rice Cooker,Home Appliances,1,1500000,0.1,Cash,Ho Chi Minh,Completed,1350000.0
ORD005089,CUS01056,2026-05-12,P005,Men T-Shirt,Fashion,1,250000,0.0,Cash,Nha Trang,Completed,250000.0
ORD005090,CUS01549,2026-06-17,P009,Air Fryer,Home Appliances,1,2800000,0.05,Credit Card,Thu Dau Mot,Completed,2660000.0
ORD005091,CUS00260,2026-07-27,P004,Sony Headphones,Electronics,2,3500000,0.2,Cash,Nha Trang,Completed,5600000.0
ORD005092,CUS00655,2026-03-24,P001,Laptop ASUS,Electronics,1,25000000,0.0,Credit Card,Da Nang,Completed,25000000.0
ORD005093,CUS01494,2026-06-19,P006,Women Dress,Fashion,1,650000,0.05,E-Wallet,Ho Chi Minh,Completed,617500.0
ORD005095,CUS01587,2026-08-14,P001,Laptop ASUS,Electronics,1,25000000,0.0,Credit Card,Bien Hoa,Cancelled,25000000.0
ORD005096,CUS01255,2026-08-11,P006,Women Dress,Fashion,4,650000,0.15,Cash,Ho Chi Minh,Completed,2210000.0
ORD005097,CUS00321,2026-05-24,P013,Lipstick,Beauty,2,450000,0.15,Credit Card,Ho Chi Minh,Completed,765000.0
ORD005098,CUS01565,2026-06-21,P008,Rice Cooker,Home Appliances,1,1500000,0.2,E-Wallet,Ho Chi Minh,Completed,1200000.0
ORD005099,CUS00390,2026-05-31,P008,Rice Cooker,Home Appliances,1,1500000,0.0,Credit Card,Ha Noi,Completed,1500000.0
ORD005100,CUS01665,2026-05-08,P011,Python Programming Book,Books,3,300000,0.1,Credit Card,Da Nang,Completed,810000.0
ORD005101,CUS01031,2026-07-30,P008,Rice Cooker,Home Appliances,1,1500000,0.0,Cash,Bien Hoa,Completed,1500000.0
ORD005102,CUS00569,2026-08-22,P005,Men T-Shirt,Fashion,1,250000,0.2,Banking,Ha Noi,Cancelled,200000.0
ORD005103,CUS01993,2026-07-25,P015,Badminton Racket,Sports,2,900000,0.2,Banking,Nha Trang,Completed,1440000.0
ORD005104,CUS00373,2026-07-05,P012,Data Engineering Book,Books,1,450000,0.0,Credit Card,Ho Chi Minh,Completed,450000.0
ORD005105,CUS00033,2026-04-10,P004,Sony Headphones,Electronics,2,3500000,0.2,Credit Card,Ha Noi,Completed,5600000.0
ORD005106,CUS00655,2026-03-18,P008,Rice Cooker,Home Appliances,3,1500000,0.2,E-Wallet,Ha Noi,Completed,3600000.0
ORD005107,CUS00647,2026-06-23,P011,Python Programming Book,Books,4,300000,0.15,Credit Card,Ho Chi Minh,Completed,1020000.0
ORD005108,CUS00623,2026-01-11,P009,Air Fryer,Home Appliances,2,2800000,0.0,Cash,Thu Dau Mot,Completed,5600000.0
ORD005109,CUS00803,2026-04-21,P012,Data Engineering Book,Books,1,450000,0.1,Credit Card,Thu Dau Mot,Cancelled,405000.0
ORD005110,CUS01576,2026-05-23,P001,Laptop ASUS,Electronics,5,25000000,0.05,Banking,Ho Chi Minh,Completed,118750000.0
ORD005111,CUS00851,2026-05-03,P010,Vacuum Cleaner,Home Appliances,3,4200000,0.15,Banking,Ha Noi,Completed,10710000.0
ORD005112,CUS01601,2026-01-30,P008,Rice Cooker,Home Appliances,1,1500000,0.15,E-Wallet,Ho Chi Minh,Completed,1275000.0
ORD005113,CUS01141,2026-07-04,P014,Yoga Mat,Sports,1,400000,0.2,Credit Card,Ha Noi,Completed,320000.0
ORD005114,CUS00982,2026-03-28,P002,iPhone 15,Electronics,4,22000000,0.2,Banking,Ho Chi Minh,Returned,70400000.0
ORD005115,CUS01087,2026-03-14,P006,Women Dress,Fashion,2,650000,0.2,E-Wallet,Ho Chi Minh,Cancelled,1040000.0
ORD005116,CUS01912,2026-07-30,P013,Lipstick,Beauty,1,450000,0.1,Banking,Da Nang,Completed,405000.0
ORD005117,CUS00848,2026-01-13,P011,Python Programming Book,Books,1,300000,0.05,E-Wallet,Ha Noi,Completed,285000.0
ORD005118,CUS00499,2026-07-25,P013,Lipstick,Beauty,3,450000,0.05,Banking,Ho Chi Minh,Cancelled,1282500.0
ORD005119,CUS01309,2026-06-15,P013,Lipstick,Beauty,1,450000,0.2,Banking,Hue,Completed,360000.0
ORD005120,CUS00673,2026-07-26,P003,Samsung Galaxy S24,Electronics,2,18000000,0.2,Cash,Da Nang,Completed,28800000.0
ORD005121,CUS01108,2026-08-26,P011,Python Programming Book,Books,1,300000,0.1,Banking,Ha Noi,Completed,270000.0
ORD005122,CUS00737,2026-07-21,P013,Lipstick,Beauty,1,450000,0.15,Banking,Ho Chi Minh,Completed,382500.0
ORD005123,CUS00587,2026-02-02,P013,Lipstick,Beauty,3,450000,0.2,E-Wallet,Bien Hoa,Completed,1080000.0
ORD005124,CUS00832,2026-04-17,P002,iPhone 15,Electronics,2,22000000,0.1,Cash,Thu Dau Mot,Completed,39600000.0
ORD005125,CUS00752,2026-06-14,P011,Python Programming Book,Books,1,300000,0.2,Banking,Hai Phong,Completed,240000.0
ORD005126,CUS00730,2026-01-02,P011,Python Programming Book,Books,4,300000,0.05,Banking,Ha Noi,Cancelled,1140000.0
ORD005127,CUS01203,2026-02-21,P009,Air Fryer,Home Appliances,1,2800000,0.1,E-Wallet,Da Nang,Completed,2520000.0
ORD005128,CUS01333,2026-04-20,P015,Badminton Racket,Sports,3,900000,0.15,Banking,Ha Noi,Completed,2295000.0
ORD005129,CUS01746,2026-08-27,P012,Data Engineering Book,Books,2,450000,0.0,E-Wallet,Ho Chi Minh,Completed,900000.0
ORD005130,CUS01152,2026-03-10,P004,Sony Headphones,Electronics,1,3500000,0.0,Banking,Ha Noi,Completed,3500000.0
ORD005131,CUS00200,2026-05-17,P012,Data Engineering Book,Books,2,450000,0.0,Banking,Bien Hoa,Completed,900000.0
ORD005132,CUS01317,2026-06-09,P014,Yoga Mat,Sports,1,400000,0.2,E-Wallet,Can Tho,Pending,320000.0
ORD005133,CUS00823,2026-07-22,P007,Nike Sneakers,Fashion,2,2500000,0.0,Cash,Ho Chi Minh,Completed,5000000.0
ORD005135,CUS01016,2026-06-27,P007,Nike Sneakers,Fashion,1,2500000,0.05,Banking,Da Nang,Completed,2375000.0
ORD005136,CUS00105,2026-06-17,P008,Rice Cooker,Home Appliances,4,1500000,0.0,Banking,Thu Dau Mot,Returned,6000000.0
ORD005137,CUS01984,2026-02-13,P009,Air Fryer,Home Appliances,5,2800000,0.15,E-Wallet,Ho Chi Minh,Cancelled,11900000.0
ORD005138,CUS01758,2026-06-10,P004,Sony Headphones,Electronics,1,3500000,0.0,Cash,Da Nang,Completed,3500000.0
ORD005139,CUS00781,2026-03-09,P002,iPhone 15,Electronics,4,22000000,0.1,E-Wallet,Ha Noi,Completed,79200000.0
ORD005140,CUS01774,2026-04-14,P003,Samsung Galaxy S24,Electronics,1,18000000,0.1,Credit Card,Da Nang,Completed,16200000.0
ORD005141,CUS01776,2026-02-25,P013,Lipstick,Beauty,4,450000,0.15,Credit Card,Ha Noi,Completed,1530000.0
ORD005142,CUS01929,2026-04-09,P010,Vacuum Cleaner,Home Appliances,1,4200000,0.15,Banking,Da Nang,Completed,3570000.0
ORD005143,CUS00925,2026-02-08,P013,Lipstick,Beauty,2,450000,0.0,Cash,Bien Hoa,Completed,900000.0
ORD005144,CUS00076,2026-08-06,P007,Nike Sneakers,Fashion,1,2500000,0.0,Banking,Nha Trang,Completed,2500000.0
ORD005145,CUS01837,2026-05-02,P002,iPhone 15,Electronics,3,22000000,0.05,Cash,Ha Noi,Completed,62700000.0
ORD005146,CUS01984,2026-04-22,P005,Men T-Shirt,Fashion,2,250000,0.2,Banking,Nha Trang,Completed,400000.0
